complexity,loss,equation,score,sympy_format,lambda_format,Filename
20,1.1481229,(((cos(v_var) + cos(w_var)) + cos(u_var)) + ((v_var + ((u_var - 3.6085687) + w_var)) * 3.1221194)) * m_var,1.3461782890558744,m_var*((u_var + v_var + w_var - 1*3.6085687)*3.1221194 + cos(u_var) + cos(v_var) + cos(w_var)),PySRFunction(X=>m_var*((u_var + v_var + w_var - 1*3.6085687)*3.1221194 + cos(u_var) + cos(v_var) + cos(w_var))),I.13.4
9,0.022490172,q_var * (-0.0005740017 - (A_vec_var * (rho_c_0_var / m_var))),3.471507384229805,q_var*(-A_vec_var*rho_c_0_var/m_var - 0.0005740017),PySRFunction(X=>q_var*(-A_vec_var*rho_c_0_var/m_var - 0.0005740017)),III.21.20
7,0.0027274743,pr_var * (V_var / (gamma_var - 1.0)),6.752650777652858,V_var*pr_var/(gamma_var - 1*1.0),PySRFunction(X=>V_var*pr_var/(gamma_var - 1*1.0)),I.39.11
11,0.5309888,log(2.1780803 - cos(theta1_var - theta2_var)) * (x1_var + x2_var),0.6279406005145022,(x1_var + x2_var)*log(2.1780803 - cos(theta1_var - theta2_var)),PySRFunction(X=>(x1_var + x2_var)*log(2.1780803 - cos(theta1_var - theta2_var))),I.29.16
7,0.022124607,(Y_var * (A_var * x_var)) / d_var,5.302183083767864,A_var*Y_var*x_var/d_var,PySRFunction(X=>A_var*Y_var*x_var/d_var),II.38.3
9,0.0014134815,(((v_var / c_var) ^ 2.6134663) * rho_c_0_var) + rho_c_0_var,0.8672150828256976,rho_c_0_var*(v_var/c_var)**2.6134663 + rho_c_0_var,PySRFunction(X=>rho_c_0_var*(v_var/c_var)**2.6134663 + rho_c_0_var),II.13.23
8,0.002617138,beta_var + (beta_var * (alpha_var * cos(theta_var))),7.913873103176907,alpha_var*beta_var*cos(theta_var) + beta_var,PySRFunction(X=>alpha_var*beta_var*cos(theta_var) + beta_var),III.17.37
5,9.049626,(luminosity_var * magnetic_flux_var) * 0.0029629336,0.6071013440580315,luminosity_var*magnetic_flux_var*0.0029629336,PySRFunction(X=>luminosity_var*magnetic_flux_var*0.0029629336),I.11.19
5,9.9753204e-05,lambd_var / (d_var * n_var),2.0213802867662842,lambd_var/((d_var*n_var)),PySRFunction(X=>lambd_var/((d_var*n_var))),I.30.5
5,0.023345562,V_var * (pr_var * 1.5000278),5.923526403895026,V_var*pr_var*1.5000278,PySRFunction(X=>V_var*pr_var*1.5000278),I.39.1
12,0.047675475,c_var ^ (v_var / (((c_var - v_var) / exp(u_var)) + v_var)),0.35318893049528666,c_var**(v_var/(v_var + (c_var - v_var)/exp(u_var))),PySRFunction(X=>c_var**(v_var/(v_var + (c_var - v_var)/exp(u_var)))),I.16.6
3,8.3678264e-05,0.24576199 ^ theta_var,2.0415068386226305,0.24576199**theta_var,PySRFunction(X=>0.24576199**theta_var),I.6.2a
13,0.005286811,r1_var + ((r2_var - r1_var) * (((m1_var / m2_var) - -1.3087571) ^ -0.81859076)),1.6876193676003983,r1_var + (-r1_var + r2_var)/(m1_var/m2_var - 1*(-1.3087571))**0.81859076,PySRFunction(X=>r1_var + (-r1_var + r2_var)/(m1_var/m2_var - 1*(-1.3087571))**0.81859076),I.18.4
14,0.0010901768,exp(B_var * (mom_var / ((T_var / -0.7187441) * kb_var))) * (n_0_var / 1.5593929),2.2171763744014634,n_0_var*exp(B_var*mom_var/((T_var*kb_var/(-0.7187441))))/1.5593929,PySRFunction(X=>n_0_var*exp(B_var*mom_var/((T_var*kb_var/(-0.7187441))))/1.5593929),II.35.18
3,0.0002070278,q_var / C_var,7.626494370072319,q_var/C_var,PySRFunction(X=>q_var/C_var),I.25.13
4,0.004905899,n_var * sin(theta2_var),3.1527532124053765,n_var*sin(theta2_var),PySRFunction(X=>n_var*sin(theta2_var)),I.26.2
7,0.040125594,Ef_var * ((0.5000308 * Ef_var) * epsilon_var),4.337674285967098,Ef_var*0.5000308*Ef_var*epsilon_var,PySRFunction(X=>Ef_var*0.5000308*Ef_var*epsilon_var),II.8.31
7,5.4390125e-07,((0.079585664 / r_var) * Pwr_var) / r_var,4.934449743750829,0.079585664*Pwr_var/(r_var*r_var),PySRFunction(X=>0.079585664*Pwr_var/(r_var*r_var)),II.3.24
4,0.0018184116,exp(alpha_var * n_var),2.7150891533944264,exp(alpha_var*n_var),PySRFunction(X=>exp(alpha_var*n_var)),II.11.28
3,0.010667247,mu_var * Nn_var,3.8964124981948696,Nn_var*mu_var,PySRFunction(X=>Nn_var*mu_var),I.12.1
3,0.048444357,omega_var / c_var,1.3622496943340052,omega_var/c_var,PySRFunction(X=>omega_var/c_var),II.24.17
3,0.00037352185,omega_var / c_var,8.209641279419058,omega_var/c_var,PySRFunction(X=>omega_var/c_var),I.29.4
3,1.1251678,q_var / m_var,0.4696446294613365,q_var/m_var,PySRFunction(X=>q_var/m_var),I.38.12
7,1.709483e-05,(sigma_den_var / epsilon_var) / (chi_var - -0.99997765),6.524913509246234,sigma_den_var/(epsilon_var*(chi_var - 1*(-0.99997765))),PySRFunction(X=>sigma_den_var/(epsilon_var*(chi_var - 1*(-0.99997765)))),II.10.9
5,0.00027929054,n_var * (h_var * 0.15913078),5.682698761773568,n_var*h_var*0.15913078,PySRFunction(X=>n_var*h_var*0.15913078),III.12.43
7,1.6699234,Ef_var * (c_var * (epsilon_var * Ef_var)),5.280015217176925,Ef_var*Ef_var*c_var*epsilon_var,PySRFunction(X=>Ef_var*Ef_var*c_var*epsilon_var),II.27.16
6,0.0003604287,sqrt(pr_var / (rho_var / gamma_var)),5.3157781984472185,sqrt(gamma_var*pr_var/rho_var),PySRFunction(X=>sqrt(gamma_var*pr_var/rho_var)),I.47.23
7,0.021852914,(kb_var * (T_var * n_var)) / V_var,7.5830937197444035,T_var*kb_var*n_var/V_var,PySRFunction(X=>T_var*kb_var*n_var/V_var),I.39.22
