complexity,loss,equation,score,sympy_format,lambda_format,Filename
10,0.078420095,q_var * ((sin(theta_var) * (v_var * B_var)) + Ef_var),3.6147216914938514,q_var*(B_var*v_var*sin(theta_var) + Ef_var),PySRFunction(X=>q_var*(B_var*v_var*sin(theta_var) + Ef_var)),I.12.11
7,3.0551226e-05,(-9.216109 / entropy_var) + (15.226067 / temperature_var),2.259391864180202,15.226067/temperature_var - 9.216109/entropy_var,PySRFunction(X=>15.226067/temperature_var - 9.216109/entropy_var),I.6.2
11,3.0665805,5.3125176 ^ ((r_var * (log(omega_var) * Ef_var)) + sin(omega_0_var)),0.6651976825130516,5.3125176**(Ef_var*r_var*log(omega_var) + sin(omega_0_var)),PySRFunction(X=>5.3125176**(Ef_var*r_var*log(omega_var) + sin(omega_0_var))),I.32.17
5,0.04348719,x_var - (u_var * t_var),1.1052730082034399,-t_var*u_var + x_var,PySRFunction(X=>-t_var*u_var + x_var),I.15.3x
7,0.040365122,((x_var * 0.70707476) ^ 1.9999453) * k_spring_var,2.1508763759411242,k_spring_var*(x_var*0.70707476)**1.9999453,PySRFunction(X=>k_spring_var*(x_var*0.70707476)**1.9999453),I.14.4
3,41.426235,pressure_var / 3.857506,0.12188023736776127,pressure_var/3.857506,PySRFunction(X=>pressure_var/3.857506),III.10.19
10,0.5192755,Int_0_var * exp(cos(theta_var) - cos(theta_var * n_var)),0.8020333518260724,Int_0_var*exp(cos(theta_var) - cos(n_var*theta_var)),PySRFunction(X=>Int_0_var*exp(cos(theta_var) - cos(n_var*theta_var))),I.30.3
7,0.02186262,(v_var * B_var) * (q_var / p_var),3.6541352984875313,B_var*q_var*v_var/p_var,PySRFunction(X=>B_var*q_var*v_var/p_var),I.34.8
5,0.11238452,(kb_var * mob_var) * T_var,6.2877970037976585,T_var*kb_var*mob_var,PySRFunction(X=>T_var*kb_var*mob_var),I.43.31
9,1.0594874e-07,((q1_var * 0.07955779) / epsilon_var) / (r_var ^ 1.9996935),5.147289591508685,q1_var*0.07955779/(epsilon_var*r_var**1.9996935),PySRFunction(X=>q1_var*0.07955779/(epsilon_var*r_var**1.9996935)),I.12.4
16,0.033178862,((0.9141574 ^ ((g_var * m_var) * x_var)) * (T_var * log(kb_var ^ n_0_var))) * 0.23732316,0.7427351507317062,0.23732316*0.9141574**(g_var*m_var*x_var)*T_var*log(kb_var**n_0_var),PySRFunction(X=>0.23732316*0.9141574**(g_var*m_var*x_var)*T_var*log(kb_var**n_0_var)),I.40.1
7,7.2088835e-05,d2_var / (n_var + (d2_var / d1_var)),5.339418624683805,d2_var/(n_var + d2_var/d1_var),PySRFunction(X=>d2_var/(n_var + d2_var/d1_var)),I.27.6
9,0.12676,(kb_var * (T_var / omega_var)) * (6.114405 / h_var),2.4735253651673768,kb_var*T_var*6.114405/(omega_var*h_var),PySRFunction(X=>kb_var*T_var*6.114405/(omega_var*h_var)),III.4.32
11,0.003241067,z_var * (p_d_var * ((entropy_var * (0.017529704 ^ r_var)) / epsilon_var)),0.7205295272109538,0.017529704**r_var*entropy_var*p_d_var*z_var/epsilon_var,PySRFunction(X=>0.017529704**r_var*entropy_var*p_d_var*z_var/epsilon_var),II.6.15a
8,0.1261787,temperature_var * ((cos(delta_var) + 1.0274396) * 0.11682837),1.6947616782864112,temperature_var*(cos(delta_var) + 1.0274396)*0.11682837,PySRFunction(X=>temperature_var*(cos(delta_var) + 1.0274396)*0.11682837),I.37.4
9,0.00054105226,kb_var * ((v_var / A_var) / (gamma_var + -1.0002477)),6.550977799421784,kb_var*v_var/(A_var*(gamma_var - 1.0002477)),PySRFunction(X=>kb_var*v_var/(A_var*(gamma_var - 1.0002477))),I.43.43
9,1.4551077e-06,(q_var ^ 2.0040848) / (epsilon_var * (21.109907 * d_var)),4.90667143625374,q_var**2.0040848/((epsilon_var*21.109907*d_var)),PySRFunction(X=>q_var**2.0040848/((epsilon_var*21.109907*d_var))),II.8.7
13,0.00041741782,0.43743056 / ((sigma_var - 0.8343811) + ((1.8016396 / theta_var) ^ (theta1_var - theta_var))),0.7295208558399099,0.43743056/(sigma_var + (1.8016396/theta_var)**(theta1_var - theta_var) - 1*0.8343811),PySRFunction(X=>0.43743056/(sigma_var + (1.8016396/theta_var)**(theta1_var - theta_var) - 1*0.8343811)),I.6.2b
7,5.364948e-05,(0.15914172 / (r_var / q_var)) * v_var,3.5752485519151604,0.15914172*v_var/((r_var/q_var)),PySRFunction(X=>0.15914172*v_var/((r_var/q_var))),II.34.2a
11,0.0007750966,epsilon_var * (((alpha_var * n_var) ^ 1.1897762) * (Ef_var * 1.3987062)),1.0838463873311317,epsilon_var*(alpha_var*n_var)**1.1897762*Ef_var*1.3987062,PySRFunction(X=>epsilon_var*(alpha_var*n_var)**1.1897762*Ef_var*1.3987062),II.11.27
7,0.0020386223,(c_var / (c_var - v_var)) * omega_0_var,4.521179222572793,c_var*omega_0_var/(c_var - v_var),PySRFunction(X=>c_var*omega_0_var/(c_var - v_var)),I.34.1
12,5.1104184e-08,(cos(theta_var) * p_d_var) * (0.07957895 / (epsilon_var * (r_var * r_var))),3.2374849212838686,cos(theta_var)*p_d_var*0.07957895/(epsilon_var*r_var*r_var),PySRFunction(X=>cos(theta_var)*p_d_var*0.07957895/(epsilon_var*r_var*r_var)),II.6.11
12,0.19331081,(((n_rho_var * Ef_var) * log(p_d_var)) / kb_var) / (T_var / p_d_var),2.5599089296111033,Ef_var*n_rho_var*p_d_var*log(p_d_var)/(T_var*kb_var),PySRFunction(X=>Ef_var*n_rho_var*p_d_var*log(p_d_var)/(T_var*kb_var)),II.11.20
3,0.0001782029,0.8472053 ^ luminosity_var,0.5927056925390695,0.8472053**luminosity_var,PySRFunction(X=>0.8472053**luminosity_var),II.13.17
5,0.011496626,t_var - (x_var / temperature_var),0.22802976183525708,t_var - x_var/temperature_var,PySRFunction(X=>t_var - x_var/temperature_var),I.15.3t
7,0.1859857,mom_var * (B_var + (chi_var * B_var)),5.875446838857182,mom_var*(B_var*chi_var + B_var),PySRFunction(X=>mom_var*(B_var*chi_var + B_var)),II.37.1
11,53.54581,(((d_var * E_n_var) * (d_var / h_var)) * k_var) * 12.566895,6.1587346384151145,d_var*E_n_var*d_var*k_var*12.566895/h_var,PySRFunction(X=>d_var*E_n_var*d_var*k_var*12.566895/h_var),III.13.18
7,5.5218225e-05,(q_var / (r_var + 0.44131786)) / pressure_var,1.0902962711795032,q_var/(pressure_var*(r_var + 0.44131786)),PySRFunction(X=>q_var/(pressure_var*(r_var + 0.44131786))),II.4.23
9,0.0056739273,A_var * (kappa_var * ((T2_var - T1_var) / d_var)),7.526942848717985,A_var*kappa_var*(-T1_var + T2_var)/d_var,PySRFunction(X=>A_var*kappa_var*(-T1_var + T2_var)/d_var),II.2.42
5,0.165058,Ef_var * (Ef_var * epsilon_var),3.2131426114798605,Ef_var*Ef_var*epsilon_var,PySRFunction(X=>Ef_var*Ef_var*epsilon_var),II.27.18
5,0.00026524547,(omega_var * luminosity_var) * 0.019893948,3.295929176579368,omega_var*luminosity_var*0.019893948,PySRFunction(X=>omega_var*luminosity_var*0.019893948),I.34.27
